,Sentences,Sentiments
175,"Peatlands are wetland ecosystems where soils are dominated by peat. In peatlands net primary production exceeds organic matter decomposition as a result of waterlogged conditions, which leads to the accumulation of peat. Percentile",27
176,A percentile (or a centile) is a measure used in statistics indicating the value below which a given percentage of observations in a group of observations fall. Perfluorocarbons (PFCs),27
177,"Synthetically produced halocarbons containing only carbon and fluorine atoms. They are characterized by extreme stability, non-flammability, low toxicity, zero ozone depleting potential, and high global warming potential. Plant-mediated emission",27
178,"Flows of greenhouse gas emissions to the atmosphere that are influenced by plants, and such as the production, transport and oxidation of methane in wetland soils. Polar/boreal, dry climate",27
179,"Regions where mean annual temperature (MAT) is less than or equal to 0 oC, and the ratio of mean annual precipitation to potential evapotranspiration is less than or equal to 1. Polar/boreal, moist climate",27
180,"Regions where mean annual temperature (MAT) is less than or equal to 0 oC, and the ratio of mean annual precipitation to potential evapotranspiration is greater than 1. Ponds",27
181,"The water impounded behind a small dam (< 15 m high) or embankment. Pool, carbon and nitrogen",27
182,"A reservoir in the Earth system where elements, such as carbon and nitrogen, reside in various chemical forms for a period of time. An example is carbon and nitrogen pools in forest biomass, which are composed of various types of compounds synthesized by trees. A group of pools are linked in a cycle with flows among the pools influenced by both anthropogenic and non-anthropogenic processes. An example is carbon and nitrogen pools in forest biomass, wood products, dead organic matter, soils and the atmosphere, in which flows are influenced by non-anthropogenic drivers such as plant production and microbial decomposition, as well as anthropogenic drivers such as fertilization, land use, tree harvest and product use. The units are in mass. Population",27
183,"The population is the totality of items under consideration. In the case of a random variable, the probability distribution is considered to define the population of that variable. Precision",27
184,Closeness of agreement between independent results of measurements obtained under stipulated conditions. Better precision means less random error. Primary fuels,27
185,"Fuels which are extracted directly from natural resources. Examples are: crude oil, natural gas, coals, etc. Process-based modelling",27
186,"A mathematical modelling approach based on a theoretical understanding of fundamental ecological, biological, chemical, and physical processes. Typically using differential equations to represent the change over time of parameters of interest, it provides a useful framework to project specific responses to altered environmental conditions. For example, a process-based model might be used to quantify the delivery of organic matter delivered from the catchment and/or produced by primary production within a reservoir, its deposition onto a reservoir's sediment, the degradation of the organic matter aerobically to CO2 or anaerobically to CH4 over time, and the emission of these gases across the air-water interface. G.15",27
