,Sentences,Sentiments
437,"impacts of climate change (i.e., ecosystem-based adaptation).35",27
438,by improvements in planning.30,27
439,,27
440,"FOR CHANGE                  Nearly every large funder of infrastructure, especially those channeling public",27
441,Sufficiently addressing,27
442,"government funding, is screening projects based on “climate risks”—defined by the",27
443,"climate risks, including         risk of their becoming stranded assets as the world shifts away from fossil fuel energy",27
444,"true integration with           sources (transitional); and the impacts of climate change (physical)—alongside              Figure 2. Regulating services are particularly critical to climate resilience for people and infrastructure, moderating",27
445,"planning efforts to           longer-standing social and environmental safeguards criteria that have evaluated            extreme events, erosion, climate, and air quality. Source: WWF, 2018.",27
446,"maintain natural             potential project impacts for decades.25 Combined, these two steps in the project",27
447,"capital, is still not        preparation and appraisal process—an initial climate screening and the application of",27
