,Source,Content
325,IPCC-2007-1.txt,"7, Figure TS-29}   Continued greenhouse gas emissions at or above current rates would cause further warming and induce many changes in the global climate system during the 21st century that would very likely be larger than those observed during the 20th century"
326,IPCC-2007-1.txt,3} - Advances in climate change modelling now enable best estimates and likely assessed uncertainty ranges to be given for projected warming for different emission scenarios
327,IPCC-2007-1.txt, Results for different emission scenarios are provided explicitly in this report to avoid loss of this policy-relevant information
328,IPCC-2007-1.txt, Projected global average surface warmings for the end of the 21st century (2090-2099) relative to 1980-1999 are shown in Table SPM
329,IPCC-2007-1.txt," These illustrate the differences between lower and higher SRES emission scenarios, and the projected warming uncertainty associated with these scenarios"
330,IPCC-2007-1.txt,5} - Best estimates and likely ranges for global average surface air warming for six SRES emissions marker scenarios are given in this assessment and are shown in Table SPM
331,IPCC-2007-1.txt," For example, the best estimate for the low scenario (B1) is 1"
332,IPCC-2007-1.txt,8-C (likely range is 1
333,IPCC-2007-1.txt,1-C to 2
334,IPCC-2007-1.txt,"9-C), and the best estimate for the high scenario  (A1FI) is 4"
335,IPCC-2007-1.txt,0-C (likely range is 2
336,IPCC-2007-1.txt,4-C to 6
337,IPCC-2007-1.txt, Although these projections are broadly consistent with the span quoted in the TAR (1
338,IPCC-2007-1.txt,4-C to 5
339,IPCC-2007-1.txt,"8-C), they are not directly comparable (see Figure SPM"
340,IPCC-2007-1.txt, The Fourth Assessment Report is more advanced as it provides best estimates and an assessed likelihood range for each of the marker scenarios
341,IPCC-2007-1.txt," The new assessment of the likely ranges now relies on a larger number of climate models of increasing complexity and realism, as well as new information regarding the nature of feedbacks from the carbon cycle and constraints on climate response from observations"
342,IPCC-2007-1.txt,"5} - Warming tends to reduce land and ocean uptake of atmospheric carbon dioxide, increasing the fraction of anthropogenic emissions that remains in the atmosphere"
343,IPCC-2007-1.txt," For the A2 scenario, for example, the climate-carbon cycle feedback increases the corresponding global average warming at 2100 by more than 1-C"
344,IPCC-2007-1.txt, Assessed upper ranges for temperature projections are larger than in the TAR (see Table SPM
345,IPCC-2007-1.txt,3) mainly because the broader range of models now available suggests stronger climate-carbon cycle feedbacks
346,IPCC-2007-1.txt,"3, 10"
347,IPCC-2007-1.txt,5} - Model-based projections of global average sea level rise at the end of the 21st century (2090-2099) are shown in Table SPM
348,IPCC-2007-1.txt," For each scenario, the midpoint of the range in Table SPM"
349,IPCC-2007-1.txt,3 is within 10% of the   TAR model average for 2090-2099
350,IPCC-2007-1.txt, The ranges are narrower than in the TAR mainly because of improved information about some uncertainties in the projected contributions
351,IPCC-2007-1.txt,15 {10
352,IPCC-2007-1.txt,"6} - Models used to date do not include uncertainties in climate-carbon cycle feedback nor do they include the full effects of changes in ice sheet flow, because a basis in published literature is lacking"
353,IPCC-2007-1.txt," The projections include a contribution due to increased ice flow from Greenland and Antarctica at the rates observed for 1993 to 2003, but these flow rates could increase or decrease in the future"
354,IPCC-2007-1.txt," For example, if this contribution were to grow linearly with global average temperature change,  the upper ranges of sea level rise for SRES scenarios shown in Table SPM"
355,IPCC-2007-1.txt,3 would increase by 0
356,IPCC-2007-1.txt,1 to 0
357,IPCC-2007-1.txt,2 m
358,IPCC-2007-1.txt," Larger values cannot be excluded, but understanding of these effects is too limited to assess their likelihood or provide a best estimate or an upper bound for sea level rise"
359,IPCC-2007-1.txt,6} - Increasing atmospheric carbon dioxide concentrations lead to increasing acidification of the ocean
360,IPCC-2007-1.txt, Projections based on SRES scenarios give reductions in average global surface ocean pH16 of between 0
361,IPCC-2007-1.txt,14 and 0
362,IPCC-2007-1.txt,"35 units over the 21st century, adding to the present decrease of 0"
363,IPCC-2007-1.txt,1 units since pre-industrial times
364,IPCC-2007-1.txt,"4, Box 7"
365,IPCC-2007-1.txt,"3, 10"
366,IPCC-2007-1.txt,"4}  There is now higher confidence in projected patterns of warming and other regional-scale features, including changes in wind patterns, precipitation and some aspects of extremes and of ice"
367,IPCC-2007-1.txt,"2, 8"
368,IPCC-2007-1.txt,"3, 8"
369,IPCC-2007-1.txt,"4, 8"
370,IPCC-2007-1.txt,"5, 9"
371,IPCC-2007-1.txt,"4, 9"
372,IPCC-2007-1.txt,"5, 10"
373,IPCC-2007-1.txt,"3, 11"
374,IPCC-2007-1.txt,1} - Projected warming in the 21st century shows scenario-independent geographical patterns similar to those observed over the past several decades
375,IPCC-2007-1.txt," Warming is expected to be greatest over land and at most high northern latitudes, and least over the Southern Ocean and parts of the North Atlantic Ocean (see Figure SPM"
376,IPCC-2007-1.txt,3} - Snow cover is projected to contract
377,IPCC-2007-1.txt, Widespread increases in thaw depth are projected over most permafrost regions
378,IPCC-2007-1.txt,"3, 10"
379,IPCC-2007-1.txt,6}  - Sea ice is projected to shrink in both the Arctic and Antarctic under all SRES scenarios
380,IPCC-2007-1.txt," In some projections, arctic late-summer sea ice disappears almost entirely by the latter part of the 21st century"
381,IPCC-2007-1.txt,"3} - It is very likely that hot extremes, heat waves and heavy precipitation events will continue to become more frequent"
382,IPCC-2007-1.txt,"3} - Based on a range of models, it is likely that future tropical cyclones (typhoons and hurricanes) will become more intense, with larger peak wind speeds and more heavy precipitation associated with ongoing increases of tropical sea surface temperatures"
383,IPCC-2007-1.txt, There is less confidence in projections of a global decrease in numbers of tropical cyclones
384,IPCC-2007-1.txt, The apparent increase in the proportion of very intense storms since 1970 in some regions is much larger than simulated by current models for that period
385,IPCC-2007-1.txt,"5, 10"
386,IPCC-2007-1.txt,"3, 3"
387,IPCC-2007-1.txt,"8}  - Extratropical storm tracks are projected to move poleward, with consequent changes in wind, precipitation and temperature patterns, continuing the broad pattern of observed trends over the last half century"
388,IPCC-2007-1.txt,"6, 10"
389,IPCC-2007-1.txt,"3} - Since the TAR, there is an improving understanding of projected patterns of precipitation"
390,IPCC-2007-1.txt," Increases in the amount of precipitation are very likely in high latitudes, while decreases are likely in most subtropical land regions (by as much as about 20% in the A1B scenario in 2100, see Figure SPM"
391,IPCC-2007-1.txt,"7), continuing observed patterns in recent trends"
392,IPCC-2007-1.txt,"3, 8"
393,IPCC-2007-1.txt,"3, 9"
394,IPCC-2007-1.txt,"5, 10"
395,IPCC-2007-1.txt,"3, 11"
396,IPCC-2007-1.txt,2 to 11
397,IPCC-2007-1.txt,"9} - Based on current model simulations, it is very likely that the meridional overturning circulation (MOC) of the Atlantic Ocean will slow down during the 21st century"
398,IPCC-2007-1.txt, The multi-model average reduction by 2100 is 25% (range from zero to about 50%) for SRES emission scenario A1B
399,IPCC-2007-1.txt, Temperatures in the Atlantic region are projected to increase despite such changes due to the much larger warming associated with projected increases in greenhouse gases
400,IPCC-2007-1.txt, It is very unlikely that the MOC will undergo a large abrupt transition during the 21st century
401,IPCC-2007-1.txt, Longer-term changes in the MOC cannot be assessed with confidence
402,IPCC-2007-1.txt,"3, 10"
403,IPCC-2007-1.txt,"7}  Anthropogenic warming and sea level rise would continue for centuries due to the time scales associated with climate processes and feedbacks, even if greenhouse gas concentrations were to be stabilised"
404,IPCC-2007-1.txt,"4, 10"
405,IPCC-2007-1.txt,"5, 10"
406,IPCC-2007-1.txt,"7} - Climate-carbon cycle coupling is expected to add carbon dioxide to the atmosphere as the climate system warms, but the magnitude of this feedback is uncertain"
407,IPCC-2007-1.txt, This increases the uncertainty in the trajectory of carbon dioxide emissions required to achieve a particular stabilisation level of atmospheric carbon dioxide concentration
408,IPCC-2007-1.txt," Based on current understanding of climate-carbon cycle feedback, model studies suggest that to stabilise at 450 ppm carbon dioxide could require that cumulative emissions over the 21st century be reduced from an average of approximately 670 [630 to 710] GtC (2460 [2310 to 2600] GtCO2) to approximately 490 [375 to 600] GtC (1800 [1370 to 2200] GtCO2)"
409,IPCC-2007-1.txt," Similarly, to stabilise at 1000 ppm, this feedback could require that cumulative emissions be reduced from a model average of approximately 1415 [1340 to 1490] GtC (5190 [4910 to 5460] GtCO2) to approximately 1100 [980 to 1250] GtC (4030 [3590 to 4580] GtCO2)"
410,IPCC-2007-1.txt,"3, 10"
411,IPCC-2007-1.txt,4} - If radiative forcing were to be stabilised in 2100 at B1 or A1B levels14 a further increase in global average temperature of about 0
412,IPCC-2007-1.txt,"5-C would still be expected, mostly by 2200"
413,IPCC-2007-1.txt,"7} - If radiative forcing were to be stabilised in 2100 at A1B levels14, thermal expansion alone would lead to 0"
414,IPCC-2007-1.txt,3 to 0
415,IPCC-2007-1.txt,8 m of sea level rise by 2300 (relative to 1980-1999)
416,IPCC-2007-1.txt," Thermal expansion would continue for many centuries, due to the time required to transport heat into the deep ocean"
417,IPCC-2007-1.txt,7} - Contraction of the Greenland Ice Sheet is projected to continue to contribute to sea level rise after 2100
418,IPCC-2007-1.txt, Current models suggest that ice mass losses increase with temperature more rapidly than gains due to precipitation and that the surface mass balance becomes negative at a global average warming (relative to pre-industrial values) in excess of 1
419,IPCC-2007-1.txt,9-C to 4
420,IPCC-2007-1.txt," If a negative surface mass balance were sustained for millennia, that would lead to virtually complete elimination of the Greenland Ice Sheet and a resulting contribution to sea level rise of about 7 m"
421,IPCC-2007-1.txt," The corresponding future temperatures in Greenland  are comparable to those inferred for the last interglacial period 125,000 years ago, when palaeoclimatic information suggests reductions of polar land ice extent and 4 to 6 m of sea level rise"
422,IPCC-2007-1.txt,"4, 10"
423,IPCC-2007-1.txt,"7} - Dynamical processes related to ice flow not included in current models but suggested by recent observations could increase the vulnerability of the ice sheets to warming, increasing future sea level rise"
424,IPCC-2007-1.txt, Understanding of these processes is limited and there is no consensus on their magnitude
425,IPCC-2007-1.txt,"6, 10"
426,IPCC-2007-1.txt,7} - Current global model studies project that the Antarctic Ice Sheet will remain too cold for widespread surface melting and is expected to gain in mass due to increased snowfall
427,IPCC-2007-1.txt," However, net loss of ice mass could occur if dynamical ice discharge dominates the ice sheet mass balance"
428,IPCC-2007-1.txt,"7} - Both past and future anthropogenic carbon dioxide emissions will continue to contribute to warming and sea level rise for more than a millennium, due to the time scales required for removal of this gas from the atmosphere"
429,IPCC-2007-1.txt,"3, 10"
430,IPCC-2007-1.txt,3}   THE EMISSION SCENARIOS OF THE IPCC SPECIAL REPORT ON EMISSION SCENARIOS (SRES)17 A1
